userid;numCheckins;numOfAssignedVenues;proximityPrestige;partition;threshold;prestige;betweennessCentrality;closenessCentrality;degreeCentrality;influenceScore;
1387952.0;3.0;1.0;0.7646184340931615;0.0;0.3333333333333333;0.1111111111111111;0.018535681186283594;0.4166666666666667;0.10714285714285714;1.8271769343116302;
95418.0;24.0;1.0;0.5967900168440582;0.7368421052631579;0.5;0.05555555555555555;0.0;0.34328358208955223;0.07142857142857142;0.8787950587736155;
536973.0;8.0;1.0;0.20185766614338044;0.8421052631578947;0.75;0.05555555555555555;0.0;0.4347826086956522;0.14285714285714285;0.4561113440439084;
378171.0;4.0;1.0;0.0;0.8421052631578947;1.0;0.0;0.0;0.42857142857142855;0.03571428571428571;0.19553571428571426;
84294.0;3.0;1.0;0.942002442002442;0.0;0.1111111111111111;0.4444444444444444;0.0351957279668123;0.4166666666666667;0.32142857142857145;2.407507778366212;
1361328.0;11.0;1.0;0.06236975423972406;0.8421052631578947;0.5;0.1111111111111111;0.05560704355885079;0.29000000000000004;0.14285714285714285;0.28730775694730426;
1480300.0;13.0;1.0;0.6159975727380155;0.0;0.0;0.05555555555555555;0.0;0.0;0.03571428571428571;1.3294157803966657;
84617.0;8.0;1.0;0.054003079890492786;1.0;0.8;0.05555555555555555;0.012974976830398516;0.33035714285714285;0.17857142857142858;0.25830021347979504;
34707.0;2.0;1.0;1.0;0.0;0.1875;0.7222222222222222;0.22251643938390933;0.625;0.5714285714285714;2.867034980097758;
342345.0;12.0;1.0;0.0;1.0;1.0;0.0;0.0;0.42857142857142855;0.03571428571428571;0.19419642857142855;
93049.0;10.0;1.0;0.06150350765306123;1.0;0.7272727272727273;0.16666666666666666;0.11004016064257029;0.45121951219512196;0.39285714285714285;0.42433757728939125;
285883.0;6.0;1.0;0.0;1.0;1.0;0.0;0.0;0.3529411764705882;0.07142857142857142;0.17108718487394955;
2061697.0;5.0;1.0;0.0;0.7894736842105263;1.0;0.0;0.0;0.4067796610169491;0.07142857142857142;0.19446081398661158;
75639.0;17.0;1.0;0.05466978458049887;0.8421052631578947;0.5;0.05555555555555555;0.0;0.2265625;0.07142857142857142;0.2019648931000972;
1345752.0;25.0;1.0;0.22056430330752994;0.6842105263157895;0.0;0.05555555555555555;0.0;0.0;0.03571428571428571;0.3226653978761045;
285117.0;11.0;1.0;0.07092296378010665;0.9473684210526315;0.3333333333333333;0.1111111111111111;0.032684584491813405;0.36904761904761907;0.10714285714285714;0.30756072795784734;
786776.0;11.0;1.0;0.22056430330752994;0.7368421052631579;0.0;0.05555555555555555;0.0;0.0;0.03571428571428571;0.31310410876297573;
772685.0;6.0;1.0;0.0;0.9473684210526315;1.0;0.0;0.0;0.3676470588235294;0.07142857142857142;0.17739183511242335;
1397232.0;9.0;1.0;0.6513269635530452;0.7368421052631579;0.5;0.05555555555555555;0.0;0.3538461538461538;0.07142857142857142;0.9458202079290292;
1680204.0;10.0;1.0;0.0;1.0;1.0;0.0;0.0;0.35820895522388063;0.03571428571428571;0.1660514392324094;
451709.0;7.0;1.0;0.054003079890492786;1.0;0.75;0.05555555555555555;0.002594995366079703;0.32456140350877194;0.14285714285714285;0.24518309975789376;
194616.0;6.0;1.0;0.7272834607603975;0.7368421052631579;0.3125;0.6111111111111112;0.47256719184430046;0.45098039215686275;0.5714285714285714;1.5245256257411057;
179945.0;25.0;1.0;0.06506156181480857;0.0;0.0;0.05555555555555555;0.0;0.0;0.03571428571428571;0.22754375855025208;
338222.0;14.0;1.0;0.0;1.0;1.0;0.0;0.0;0.40789473684210525;0.07142857142857142;0.19306860902255638;
100280.0;4.0;1.0;0.8752127056154282;0.0;0.3333333333333333;0.3333333333333333;0.14704973741118318;0.625;0.32142857142857145;2.3370726871477108;
57201.0;11.0;1.0;0.0;0.8947368421052632;1.0;0.0;0.0;0.32;0.03571428571428571;0.1516359126984127;
343757.0;11.0;1.0;0.0;0.8421052631578947;1.0;0.0;0.0;0.27999999999999997;0.03571428571428571;0.13610714285714284;
753000.0;29.0;1.0;0.0;0.7368421052631579;1.0;0.0;0.0;0.42857142857142855;0.03571428571428571;0.1965638528138528;
1362138.0;8.0;1.0;0.8727375565610859;0.0;0.5;0.1111111111111111;0.04879297409417892;0.625;0.14285714285714285;2.140785953553494;
1362133.0;12.0;1.0;0.09273827331979913;0.0;0.0;0.05555555555555555;0.0;0.0;0.03571428571428571;0.28289718156023314;
717895.0;34.0;1.0;0.0;0.7894736842105263;1.0;0.0;0.0;0.34782608695652173;0.03571428571428571;0.16373652721958348;
1414582.0;18.0;1.0;0.0;1.0;1.0;0.0;0.0;0.28846153846153844;0.03571428571428571;0.1381524725274725;
1526744.0;3.0;1.0;0.0;0.05263157894736842;1.0;0.0;0.0;0.42857142857142855;0.03571428571428571;0.20825892857142855;
2053538.0;6.0;1.0;0.0;0.8947368421052632;1.0;0.0;0.0;0.36904761904761907;0.03571428571428571;0.17125496031746032;
386181.0;13.0;1.0;0.07357428952889568;0.7894736842105263;0.5;0.05555555555555555;0.014828544949026877;0.6666666666666666;0.07142857142857142;0.4079210767714764;
386171.0;11.0;1.0;0.0836782417048452;0.7368421052631579;0.5;0.05555555555555555;0.009267840593141797;1.0;0.07142857142857142;0.5543327786814123;
1786122.0;5.0;1.0;0.0;0.3157894736842105;1.0;0.0;0.0;0.6;0.07142857142857142;0.2780357142857143;
17687.0;30.0;1.0;0.24230527638190957;0.3157894736842105;0.3333333333333333;0.1111111111111111;0.014674080939141177;0.3333333333333333;0.10714285714285714;0.606782779460286;
290451.0;10.0;1.0;0.6139250870569721;0.7368421052631579;0.5;0.05555555555555555;0.0;0.31506849315068497;0.07142857142857142;0.887240316170515;
342393.0;38.0;1.0;0.22352887727671714;0.7368421052631579;0.4;0.16666666666666666;0.013014696147226267;0.46153846153846156;0.17857142857142858;0.5566156989571327;
25337.0;12.0;1.0;0.7803698447575067;0.7368421052631579;0.35714285714285715;1.0;1.0;0.5348837209302325;1.0;2.026955127789828;
179923.0;13.0;1.0;0.054003079890492786;1.0;0.8571428571428571;0.05555555555555555;0.027432808155699723;0.45679012345679015;0.25;0.32840806450130067;
1362127.0;6.0;1.0;0.990372272143774;0.0;0.4;0.16666666666666666;0.20452800211836358;0.625;0.17857142857142858;2.4762462213253698;
342948.0;6.0;1.0;0.021392524401064775;0.9473684210526315;0.6666666666666666;0.05555555555555555;0.004324992276799505;0.38095238095238093;0.10714285714285714;0.2310312424774933;
342938.0;20.0;1.0;0.06236975423972406;0.8421052631578947;0.7142857142857143;0.1111111111111111;0.15384615384615385;0.3918918918918919;0.25;0.38596134829517265;
1570770.0;5.0;1.0;0.5967900168440582;0.7368421052631579;0.5;0.05555555555555555;0.0;0.34328358208955223;0.07142857142857142;0.8787950587736155;
79927.0;9.0;1.0;0.021392524401064775;0.7368421052631579;0.0;0.05555555555555555;0.0;0.0;0.03571428571428571;0.0837547875979553;
